#threads,exec_time,speedup
1S,0.049693
0.130998,1
1,0.064947
0.130998,.049693
2.016998
.130998
2,0.041946
0.130998,.049693
3.123015
.130998
3,0.062471
0.130998,.049693
2.096940
.130998
4,0.057076
0.130998,.049693
2.295150
.130998
